label,text;
"kaget,""marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga. itulah nasihat marcus aurelius""";
"marah,""dalam meditations, marcus aurelius menulis: setiap kali kamu akan menyalahkan seseorang, tanyakan pada dirimu sendiri pertanyaan berikut: kesalahan apakah yang paling mirip dengan apa yang akan saya kritik ini — marcus aurelius, meditations""";
"marah,""dalam meditations, marcus aurelius menulis: seberapa banyak waktu yang dia dapatkan yang tidak memandang kemarahan dan ketidaksenangan tentang sesuatu, karena itu sama sekali tidak peduli""";
"sedih,""marcus aurelius berkata: renungkan: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'""";
kaget,dapatkah proses penting terjadi tanpa sesuatu yang berubah — marcus aurelius — marcus aurelius;
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius""";
"takut,""hiduplah dengan bijak: seperti kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"sedih,""biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati. itulah nasihat marcus aurelius.""";
senang,hiduplah dengan bijak: jangan buang waktu lagi untuk bertengkar tentang seperti apa seharusnya seorang pria baik. jadilah satu;
"marah,""peringatan marcus aurelius: kamu tidak boleh memberi keadaan kekuasaan untuk membangkitkan kemarahan, karena mereka sama sekali tidak peduli""";
"takut,""bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius, meditations. pesan marcus aurelius.""";
"netral,""peringatan marcus aurelius: tujuan hidup bukanlah menjadi pihak mayoritas, tapi melarikan diri dari diri sendiri dalam deretan orang gila""";
netral,pikiran yang terbebas dari gairah adalah benteng yang tidak dapat ditembus - seseorang tidak memiliki tempat perlindungan yang lebih aman selamanya. itulah nasihat marcus aurelius.. demikian pesan sang filsuf.;
"marah,""pertahankan daftar di hadapan pikiranmu tentang mereka yang terbakar kemarahan dan kekecewaan terhadap sesuatu, bahkan yang paling terkenal karena kesuksesan, kemalangan, perbuatan jahat, atau prestasi istimewa apa pun. kemudian tanyakan pada dirimu sendiri, bagaimana hasilnya? asap dan debu, materi dongeng sederhana yang berusaha menjadi legenda. pesan marcus aurelius.""";
"sedih,""kata-kata bijak marcus aurelius: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya — marcus aurelius""";
"senang,""berikut adalah aturan untuk diingat di masa depan, ketika sesuatu merayu kamu untuk merasa pahit: bukan 'ini adalah kemalangan,' tetapi 'menanggung ini dengan baik adalah keberuntungan baik.'. pesan marcus aurelius. — marcus aurelius, meditations""";
"sedih,""pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — filsuf stoa — marcus aurelius""";
"takut,""seperti kata marcus aurelius: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf""";
"jijik,""marcus aurelius berkata: marcus aurelius berkata: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh""";
"jijik,""kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh""";
"jijik,""kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu. itulah nasihat marcus aurelius.. demikian pesan sang filsuf""";
"sedih,""dalam meditations, marcus aurelius menulis: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.' — marcus aurelius""";
"kaget,""marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius, meditations""";
"marah,""seperti kata marcus aurelius: hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil""";
"sedih,""dalam meditations, marcus aurelius menulis: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya""";
"marah,""dalam meditations, marcus aurelius menulis: berapa banyak lebih berat akibat kemarahan dibandingkan penyebabnya""";
"kaget,""kata marcus aurelius: seperti kata marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga""";
netral,hiduplah dengan bijak: kita hidup hanya sekarang. segalanya lainnya entah sudah berlalu atau belum diketahui;
"kaget,""dalam meditations, marcus aurelius menulis: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam""";
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam. itulah nasihat marcus aurelius.;
"cape,""kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan — marcus aurelius""";
"senang,""kata-kata bijak marcus aurelius: berilah dirimu waktu untuk belajar sesuatu yang baik, dan berhentilah berkeliaran kesana-kemari""";
"takut,""kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf""";
"jijik,""seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf — marcus aurelius""";
"jijik,""kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan — marcus aurelius — marcus aurelius, meditations""";
"jijik,""marcus aurelius berkata: renungkan: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura""";
"takut,""marcus aurelius mengingatkan: seperti kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"jijik,""seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius, meditations — marcus aurelius""";
"cape,""kata marcus aurelius: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan""";
"sedih,""cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.' — marcus aurelius — marcus aurelius""";
"senang,""marcus aurelius berkata: teruslah memikirkan perubahan elemen satu sama lain, karena pemikiran seperti itu membersihkan debu kehidupan duniawi — marcus aurelius, meditations""";
netral,setiap organisme hidup mencapai kesempurnaan ketika mengikuti jalur yang benar untuk sifatnya sendiri. itulah nasihat marcus aurelius.;
senang,marcus aurelius berkata: tidak ada harmoni yang lebih besar. demikian pesan sang filsuf.;
"senang,""kata marcus aurelius: jangan buang waktu lagi untuk bertengkar tentang seperti apa seharusnya seorang pria baik — marcus aurelius, meditations""";
senang,kata marcus aurelius: aturan pertama adalah menjaga semangat yang tenang;
"jijik,""kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu. itulah nasihat marcus aurelius.""";
"cape,""terimalah tanpa kesombongan, lepaskan tanpa perjuangan — filsuf stoa.. demikian pesan sang filsuf""";
"takut,""kata-kata bijak marcus aurelius: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"marah,""marcus aurelius berkata: mulailah setiap hari dengan memberi tahu dirimu sendiri: hari ini saya akan bertemu dengan gangguan, ketidakberterimaan, ketidakadilan, kemauan buruk, dan egoisme - semuanya karena ketidaktahuan pelaku tentang apa yang baik atau jahat""";
"cape,""marcus aurelius mengingatkan: terimalah tanpa kesombongan, lepaskan tanpa perjuangan — marcus aurelius""";
"netral,""dari ketiganya, dua pertama adalah milikmu selama mereka berada di bawah perhatianmu — marcus aurelius""";
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam — marcus aurelius — filsuf stoa.;
"netral,""marcus aurelius mengingatkan: karena dalam kekuasaanmu untuk mundur ke dalam dirimu sendiri kapan saja kamu mau — marcus aurelius, meditations""";
"senang,""hiduplah dengan bijak: gali dalam dirimu, karena ada sumber kebaikan yang selalu siap mengalir jika kamu terus menggali""";
"cape,""terimalah tanpa kesombongan, lepaskan tanpa perjuangan sebuah pelajaran berharga.""";
"senang,""setiap kali kamu bangun di pagi hari, pikirkanlah betapa berharga hak istimewa untuk hidup - bernapas, berpikir, menikmati, mencintai — filsuf stoa.""";
"sedih,""biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati. pesan marcus aurelius.""";
"jijik,""kata-kata bijak marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf — marcus aurelius""";
kaget,takut akan perubahan — marcus aurelius;
netral,kata marcus aurelius: setiap organisme hidup mencapai kesempurnaan ketika mengikuti jalur yang benar untuk sifatnya sendiri;
"marah,""karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah""";
"senang,""dimanapun seseorang bisa hidup, disana juga seseorang bisa hidup dengan baik — filsuf stoa.""";
"cape,""kata marcus aurelius: kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan""";
marah,renungkan: balas dendam terbaik adalah menjadi tidak seperti orang yang melakukan kejahatan;
jijik,marcus aurelius berkata: itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf.;
kaget,renungkan: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam;
kaget,marcus aurelius berkata: kata marcus aurelius: dapatkah proses penting terjadi tanpa sesuatu yang berubah;
"marah,""pertahankan daftar di hadapan pikiranmu tentang mereka yang terbakar kemarahan dan kekecewaan terhadap sesuatu, bahkan yang paling terkenal karena kesuksesan, kemalangan, perbuatan jahat, atau prestasi istimewa apa pun. kemudian tanyakan pada dirimu sendiri, bagaimana hasilnya? asap dan debu, materi dongeng sederhana yang berusaha menjadi legenda — marcus aurelius""";
"jijik,""jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — filsuf stoa.""";
"kaget,""kata marcus aurelius: peringatan marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius, meditations""";
"netral,""peringatan marcus aurelius: jangan biarkan masa depan mengganggumu. kamu akan menghadapinya, jika perlu, dengan senjata alasan yang sama yang hari ini melindungimu dari saat ini""";
marah,peringatan marcus aurelius: balas dendam terbaik adalah menjadi tidak seperti orang yang melakukan kejahatan;
"jijik,""marcus aurelius berkata: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh — marcus aurelius""";
senang,marcus aurelius mengingatkan: aturan pertama adalah menjaga semangat yang tenang. kedua adalah menghadapi hal-hal sebagaimana adanya dan mengenalinya untuk apa adanya;
"netral,""terimalah hal-hal yang tak bisa diubah takdirmu, dan cintailah orang-orang yang takdir bawa padamu, tapi lakukanlah dengan sepenuh hati. itulah nasihat marcus aurelius.""";
"cape,""penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — marcus aurelius, meditations""";
"kaget,""marcus aurelius berkata: hiduplah dengan bijak: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga""";
"jijik,""marcus aurelius berkata: peringatan marcus aurelius: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura""";
"netral,""marcus aurelius berkata: dari ketiganya, dua pertama adalah milikmu selama mereka berada di bawah perhatianmu""";
"cape,""dalam meditations, marcus aurelius menulis: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — marcus aurelius, meditations — marcus aurelius""";
"netral,""pilihlah untuk tidak terluka, dan kamu tidak akan merasakannya. pesan marcus aurelius.""";
"jijik,""marcus aurelius berkata: marcus aurelius berkata: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura""";
"cape,""kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan. pesan marcus aurelius.""";
"marah,""karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah — marcus aurelius — marcus aurelius, meditations""";
"sedih,""marcus aurelius berkata: dalam meditations, marcus aurelius menulis: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — marcus aurelius, meditations""";
"cape,""sadarilah ini, dan kamu akan menemukan kekuatan. pesan marcus aurelius.""";
"sedih,""marcus aurelius berkata: marcus aurelius mengingatkan: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'""";
"cape,""sadarilah ini, dan kamu akan menemukan kekuatan. pesan marcus aurelius""";
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam. itulah nasihat marcus aurelius;
"senang,""renungkanlah keindahan hidup. lihatlah bintang-bintang, dan bayangkan dirimu berlari bersama mereka. teruslah memikirkan perubahan elemen satu sama lain, karena pemikiran seperti itu membersihkan debu kehidupan duniawi. pesan marcus aurelius. — marcus aurelius, meditations""";
kaget,marcus aurelius mengingatkan: dapatkah proses penting terjadi tanpa sesuatu yang berubah;
"sedih,""dalam meditations, marcus aurelius menulis: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — marcus aurelius""";
netral,kata-kata bijak marcus aurelius: alam semesta adalah transformasi; hidup kita adalah apa yang pikiran kita ciptakan
"takut,""marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius, meditations""";
"takut,""marcus aurelius berkata: seperti kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"takut,""bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius""";
cape,renungkan: lihatlah ke dalam dirimu; ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat — marcus aurelius
"takut,""hiduplah dengan bijak: peringatan marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup""";
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa.. demikian pesan sang filsuf — marcus aurelius""";
"senang,""peringatan marcus aurelius: renungkanlah keindahan hidup. lihatlah bintang-bintang, dan bayangkan dirimu berlari bersama mereka. teruslah memikirkan perubahan elemen satu sama lain, karena pemikiran seperti itu membersihkan debu kehidupan duniawi""";
kaget,renungkan: takut akan perubahan;
kaget,marcus aurelius berkata: kata marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam;
netral,kata-kata bijak marcus aurelius: jiwa menjadi terwarnai oleh warna pikiranmu;
"jijik,""kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. pesan marcus aurelius — marcus aurelius""";
"netral,""kata-kata bijak marcus aurelius: hari-harimu dihitung. gunakanlah untuk membuka jendela-jendela jiwamu ke matahari. jika tidak, matahari akan segera terbenam, dan kamu bersamanya — marcus aurelius, meditations""";
"kaget,""peringatan marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius, meditations""";
"senang,""setiap kali kamu bangun di pagi hari, pikirkanlah betapa berharga hak istimewa untuk hidup - bernapas, berpikir, menikmati, mencintai. itulah nasihat marcus aurelius.""";
"senang,""dalam meditations, marcus aurelius menulis: yang kamu butuhkan hanyalah ini: keyakinan dalam penilaian saat ini: tindakan untuk kebaikan bersama saat ini";" dan sikap bersyukur saat ini untuk apa pun yang datang padamu"""
"jijik,""kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan — marcus aurelius — marcus aurelius""";
"sedih,""marcus aurelius berkata: hiduplah dengan bijak: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya""";
"takut,""marcus aurelius mengingatkan: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf""";
"marah,""hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil""";
"netral,""marcus aurelius berkata: pahami akhirnya bahwa kamu memiliki sesuatu di dalam dirimu yang lebih kuat dan ilahi daripada yang menyebabkan gairah tubuh dan menarikmu seperti boneka semata. pikiran apa sekarang yang menduduki pikiran saya? bukan kah takut, curiga, keinginan, atau sesuatu seperti itu""";
"sedih,""cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'. itulah nasihat marcus aurelius.""";
"senang,""hiduplah dengan bijak: dimanapun seseorang bisa hidup, disana juga seseorang bisa hidup dengan baik""";
"takut,""marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius.""";
"takut,""renungkan: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf""";
"marah,""marcus aurelius berkata: seberapa banyak waktu yang dia dapatkan yang tidak memandang kemarahan dan ketidaksenangan tentang sesuatu, karena itu sama sekali tidak peduli — marcus aurelius, meditations""";
"jijik,""seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. demikian pesan sang filsuf.""";
senang,jangan buang waktu lagi untuk bertengkar tentang seperti apa seharusnya seorang pria baik. jadilah satu — marcus aurelius. demikian pesan sang filsuf.;
"marah,""seringkali ketidakadilan terletak pada apa yang tidak kamu lakukan, bukan hanya pada apa yang kamu lakukan — marcus aurelius, meditations""";
"marah,""seringkali ketidakadilan terletak pada apa yang tidak kamu lakukan, bukan hanya pada apa yang kamu lakukan — filsuf stoa.""";
"netral,""peringatan marcus aurelius: pahami akhirnya bahwa kamu memiliki sesuatu di dalam dirimu yang lebih kuat dan ilahi daripada yang menyebabkan gairah tubuh dan menarikmu seperti boneka semata. pikiran apa sekarang yang menduduki pikiran saya? bukan kah takut, curiga, keinginan, atau sesuatu seperti itu. demikian pesan sang filsuf.""";
"sedih,""pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok. itulah nasihat marcus aurelius""";
"jijik,""kata-kata bijak marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius, meditations — marcus aurelius""";
kaget,kata-kata bijak marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam;
"takut,""marcus aurelius berkata: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf""";
"marah,""marcus aurelius berkata: hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil""";
"jijik,""jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. pesan marcus aurelius. — marcus aurelius, meditations — marcus aurelius""";
senang,kata-kata bijak marcus aurelius: kebahagiaan hidupmu bergantung pada kualitas pikiranmu;
"kaget,""seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga sebuah pelajaran berharga. — marcus aurelius, meditations""";
"sedih,""marcus aurelius berkata: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya — marcus aurelius, meditations — marcus aurelius""";
